Epoch,Loss
1,0.00026622851146385074
2,0.0002677589072845876
3,0.000274623220320791
4,0.0002679787576198578
5,0.00028077480965293944
6,0.0002889077295549214
7,0.000273689889581874
8,0.0002680783218238503
9,0.0002624615444801748
10,0.00026238022837787867
11,0.0002695620059967041
12,0.0002678804739844054
13,0.00027687937836162746
14,0.0002709162363316864
15,0.0002662802580744028
16,0.00026334726135246456
17,0.00027190602850168943
18,0.0002712694986257702
19,0.0002689487300813198
20,0.0002719453477766365
21,0.00026804592926055193
22,0.00026881840312853456
23,0.0002694257418625057
24,0.00026964955031871796
25,0.00026457576313987374
26,0.0002681078331079334
27,0.00027098110876977444
28,0.0002645147033035755
29,0.0002706559025682509
30,0.000261145323747769
31,0.00026196171529591084
32,0.0002636877470649779
33,0.00028268294408917427
34,0.00027462723664939404
35,0.0002627867506816983
36,0.0002766371180769056
37,0.00026447445270605385
38,0.00026659975992515683
39,0.00027414035866968334
40,0.000264018279267475
41,0.0002636315766721964
42,0.00026677202549763024
43,0.00028014081181026995
44,0.00026076208450831473
45,0.00026683814940042794
46,0.0002627048233989626
47,0.0002626397181302309
48,0.0002664374769665301
49,0.00026618686388246715
50,0.00026381781208328903
51,0.0002623080217745155
52,0.0002609187504276633
53,0.0002638765436131507
54,0.00026298334705643356
55,0.0002713933936320245
56,0.0002668719389475882
57,0.000265158130787313
58,0.0002696370938792825
59,0.00027540410519577563
60,0.0002658010052982718
61,0.00026285258354619145
62,0.0002669587847776711
63,0.0002707365492824465
64,0.0002685303334146738
65,0.00026352526037953794
66,0.0002646560315042734
67,0.00027798773953691125
68,0.0002625343040563166
69,0.0002660705358721316
70,0.00026812416035681963
71,0.0002662712649907917
72,0.000258890213444829
73,0.00026714144041761756
74,0.0002669875102583319
75,0.0002693932910915464
76,0.00026171334320679307
77,0.0002673588751349598
78,0.00026400774368084967
79,0.0002626274072099477
80,0.00026451077428646386
81,0.0002665642532519996
82,0.0002696448937058449
83,0.000262111279880628
84,0.000265663955360651
85,0.00027408715686760843
86,0.0002665967622306198
87,0.00026689047808758914
88,0.0002739525807555765
89,0.00027546289493329823
90,0.0002634224365465343
91,0.00026402779622003436
92,0.00026546671870164573
93,0.00027233397122472525
94,0.0002625650668051094
95,0.0002685414510779083
96,0.00026384994271211326
97,0.0002657580189406872
98,0.0002680723846424371
99,0.00026338829775340855
100,0.0002683808852452785
101,0.0002679132448974997
102,0.00027144612977281213
103,0.0002758021582849324
104,0.000265249254880473
105,0.00026874980540014803
106,0.0002637692086864263
107,0.0002654941054061055
108,0.00026670991792343557
109,0.00027920628781430423
110,0.00026200152933597565
111,0.0002589822979643941
112,0.0002653429692145437
113,0.00026736443396657705
114,0.0002667256339918822
115,0.00027186528313905
116,0.0002716617309488356
117,0.0002625499328132719
118,0.0002692617999855429
119,0.0002667699591256678
120,0.00026183953741565347
121,0.0002620570594444871
122,0.0002656535361893475
123,0.00027181635960005224
124,0.0002647906949277967
125,0.00026736059226095676
126,0.0002665251086000353
127,0.0002643689513206482
128,0.0002599603612907231
129,0.0002630576491355896
130,0.00026520740357227623
131,0.0002737374452408403
132,0.00026001405785791576
133,0.0002616489364299923
134,0.0002705566876102239
135,0.00026177929248660803
136,0.0002784643438644707
137,0.00025900412583723664
138,0.00026333617279306054
139,0.00026492337929084897
140,0.0002617673308122903
141,0.00026828324189409614
142,0.00026698558940552175
143,0.0002624107582960278
144,0.0002592586097307503
145,0.0002645484928507358
146,0.0002629576192703098
147,0.00027378147933632135
148,0.0002644528867676854
149,0.00026482538669370115
150,0.00026087716105394065
151,0.0002697829913813621
152,0.0002636191784404218
153,0.00026121249538846314
154,0.0002625123015604913
155,0.0002655738790053874
156,0.00026182367582805455
157,0.00025903276400640607
158,0.00026263395557180047
159,0.0002684288483578712
160,0.0002636872522998601
161,0.000261140608927235
162,0.0002637071593198925
163,0.0002689071116037667
164,0.0002703528443817049
165,0.00025919527979567647
166,0.00025861302856355906
167,0.00026149742188863456
168,0.00027124141342937946
169,0.00026504581910558045
170,0.00026792811695486307
171,0.0002625811321195215
172,0.00026492911274544895
173,0.00026324225473217666
174,0.00027186577790416777
175,0.00026636605616658926
176,0.00026687324861995876
177,0.00026461327797733247
178,0.00026280918973498046
179,0.00026445501134730875
180,0.0002637729048728943
181,0.0002645774220582098
182,0.00026651410735212266
183,0.0002621021412778646
184,0.0002684546052478254
185,0.0002622357860673219
186,0.00026263846666552126
187,0.00026480952510610223
188,0.00026950991014018655
189,0.00026892396272160113
190,0.00027529834187589586
191,0.00026317749870941043
192,0.0002588440547697246
193,0.000267831637756899
194,0.00026249830261804163
195,0.0002802231756504625
196,0.00026220307336188853
197,0.00026148336473852396
198,0.00026320491451770067
199,0.0002654303389135748
200,0.0002607636561151594
